PROVIDER NUMBER,PROVIDER NAME,ADDRESS,Phone No
2433,ICARE DISCOVERY GARDEN BRANCH(DUBAI),"Ground Level, Building 18, Street 1, Zen Cluster, Discovery Gardens, Jebel Ali, Dubai, UAE - ",800 42273
2450,SYMBIOSIS MEDICAL CENTRE FZCO - SILICON OASIS (DUBAI),"Ground Floor, Cedre Shopping Centre, PO Box 341283, Dubai Silicon Oasis - Dubai, United Arab Emirates",009714 - 392 5577
2463,ASTER MEDICAL CENTRE JLT BR PLUS (DUBAI),"Red Diamond Building , Opp Carrefore , JLT , Dubai , UAE - ",009714 - 4204069
2477,JTS MEDICAL CENTRE LLC (DUBAI),"Unit 107, Jumeirah Terrace Building, Second December Street, Etihad Museum, PO Box 33662 Jumeirah 1 - Dubai, United Arab Emirates",009714 - 3799954
2478,ARMADA MEDICAL CENTRE JLT (DUBAI),"P2, 19th Floor,Armada Towers Opp to Dubai Marina Mall, Jumeirah Lake Towers, - ",009714  -3990022
2479,UNICARE MEDICAL CENTRE BR (DUBAI),"Villa #172, Near New Dubai Nursery, Mankhool Road, Satwa, Dubai - ",009714 -3980880
2734,DR. HUMEIRA BADSHA MEDICAL CENTER(DUBAI),"Ground Flr., Beach Park Plaza, opp. Jumeirah Beach, beside Neuro Spinal Hospital - ",009714 - 3856009
2735,KOREAN ACUPUNTURE & HERB CL FZLLC(DUBAI),"2nd Floor, Suite #2003, Block A, Bldg #64, Al Razi Medical Complex, Dubai Healthcare City - ",009714 -  4312544
2736,AL TAMAYOZ MEDICAL CENTRE (DUBAI),"Office #1206 &1207, MAI Tower Bldg Al Nahda 1, - ",009714 - 2209900
2737,HMRT MEDICAL CLINIC L.L.C (DUBAI),Al Nahda-1- Mai Tower nearAl Ahly Club - ,009714 - 2655888
2738,MEDLINE MEDICAL CENTRE (DUBAI),"Jumierah Terrace Building, 1st floor office Number 104  Opp Sheikh Hamdan Complex, - ",009714 - 3542777
2739,AL SHIFA AL KHALEEJI MED CEN(DUBAI),"Next to Clock Tower,Abubacker Al Siddique Road, Deira, - ",009714 - 2940786
2743,SOMERSET CLINIC FZ LLC (DUBAI),"7 Building 47 Ground Floor , Dubai Healthcare City - ",009714 - 3612404/03
2744,MED-EL MIDDLE EAST FZ LLC (DUBAI),"DHCC Building 27, Block D, Ground Floor Unit RO-01 - ",009714 - 4573099
2759,AL RASHIDIYA PRIVATE POLYCLINIC(DUBAI),"3RD floor, Suite #305, Al Naboodah Bldg, Near Bur Dubai Bus / Metro Station, - ",009714 -3939383
2826,ORTHOSPORTS MEDICAL CENTRE (DUBAI),"M Floor Addiyar Building, 5-58b Street - Sheikh Zayed Road, PO Box 71055 - Duabi, United Arab Emirates",009714 - 3450601
2830,AL ALIAA  POLYCLINIC (DUBAI),"Villa #327, Next to Chillis & Neurospinal Hospital, Opposite Dubai Ladies Club Jumeirah 2,, - ",009714 -3493600
2831,ACCESS  CLINIC - DIP (DUBAI),"Ramla Building, Unit 2 &  3,  Mezzanine Floor - ",009714 - 8800408
2832,ACCESS CLINIC - THE SHAAB CLINIC (DUBAI),"Above Mignas Jewelers Building ,Opp Gold Souk Bus Stand , Deira - ",009714 - 2269828
2837,COSMOPOLITAN MEDICAL CENTRE LLC ABU HAIL BRANCH(DUBAI),Dar Al Waheida Building Mo1 Mo2 Behind Al Mamzar Shoping  Centre Abu Haill - ,009714 - 2687272
2838,HEALTH BAY POLYCLINIC MIRDIF BR (DUBAI),"UNIT F 6, UPTOWN MIRDIF - ",009714 - 252 4511
2862,GULF MEDICAL CENTRE BR AL RIGGA (DUBAI),"Al Mousa, Al Rigga Street , Deira - ",009714 - 2684949
2863,GULF MEDICAL CENTRE BR AL QUSAIS (DUBAI),"Nasser Lootha Bldg, Near Eppco Station Al Qusais - ",009714 - 2610944
2930,ARYA CLINIC (DUBAI),"Villa #264, Next to Iranian Consulate,Al Wasl Road, Jumeirah 1, - ",009714 - 3443600
2931,AL MARIYA POLYCLINIC (DUBAI),"Shop #2, Falcon Tower, Maktoum Road, Rigga Al Buteen, - ",009714  - 2500700
2932,MONTREAL INT'L CLINIC (DUBAI ),"Villa #345, Opp Jumeirah Park, Jumeirah Beach Road, - ",009714 - 3441132
2939,ACCESS CLINIC SONAPUR (DUBAI),"Sameya Khalifa Mohd Alfuqaei Building. 24th Street, Muhaisanah Second Sonapur, - ",009714 -  2510266
2992,THE MODERN MEDICAL CONSULTATION  (DUBAI),Al Makhtoum Street Al Makhtoum Tower 1st Floor Flat 107 - ,009714 - 2228772
2993,VITALITE HEALTH AND WELLNESS CENTER LLC(DUBAI),"Shop no: F20, Mudon Community Centre, Mudon, Dubai, UAE - ",045897110
2998,ASTER JUBILE MEDICAL CENTRE PLUS (DUBAI),"Al Futtaim Building , Ground Floor, Khalid bin Al Waleed Road, 
 - ",009714 - 5090325
3000,THE WHITE HOUSE CLINIC (DUBAI),"City of Dubai, Umm suqeim 2,  We are located five blocks before Dubai London Hospital direction Abu - ",009714 - 3884449
3001,ALLO DOCTORS FRENCH MEDICAL SER  (DUBAI),"Fortune Executive Bldg,Opposite Dubai Marina Metro Station Jumeirah Lake Towers, - ",009714 - 4515575
3015,DR KAMKAR CHILD WELLINESS CENTRE (DUBAI),"Shop R-6 Uptown, Mirdif - ",009714 - 2393131
3017,DR NIHAL KAMEL IBRAHIM CLINIC (DUBAI),"Flat #104, Al Wahda Bldg, Near Deira City Center Metro Station Opp Commercial Bank of Dubai, Port - ",009714 -2952020
3023,ICARE CLINIC - LAMCY PLAZA BR (DUBAI),"Unit no. 133, Ground Floor, Lamcy Plaza Mall, Dubai. - ",009714 - 7092900
3025,COCOONA AESTHETIC TRANSFORMATION (DUBAI),"Villa 898, Al Raaji Street, Al Wasl Road, Umm Suqueim, Dubai, UAE - ",009714 - 3884589
3026,SAMAA MEDICAL CENTRE (DUBAI),"Villa #654, Near Safa Park,Al Wasl Road, - ",009714 - 3955422
3029,DR. ISMAIL POLYCLINIC KARAMA (DUBAI),"SHEIKH MOHD BLDG, FLOOR #1, FLAT #A7, KARAMA - ",009714  - 3378585
3030,DR.ISMAIL MEDICAL CENTRE ALQUOZ (DUBAI), - ,009714 - 3381550
3031,DR ISMAILMEDICAL CENTRE SONAPUR (DUBAI),"AL ABBAR BULDING, NEAR MANGO HYPERMARKET, GROUND FLOOR, FLAT #1, MUHAISINAH II (SONAPUR) - ",009714 - 2646529
3032,DR. ISMAIL NEW POLYCLINIC (DUBAI),"ZEN CLUSTER 3, OPP CHELEA TOWER HOTEL, GROUND FLOOR, FLAT 6 - 7, JEBEL ALI AREA, DISCOVERY GARDEN - ",009714 - 4497087
3037,KARAMA MEDICAL CENTRE AL QUOZ (DUBAI), - ,8007400
3038,KARAMA MEDICAL CENTRE DIP (DUBAI), - ,8007400
3041,ACCESS CLINIC JAFZA (DUBAI),"Food court 3, 1st Floor Next to commercial centre Jabel Ali Free zone - ",009714 - 8806577
3055,PRIME MEDICAL CENTRE MIZHAR BRANCH (DUBAI),"AL MIZHAR, ARABIAN CENTRE BLDG, GROUND FLOOR, KHAWANEJ ROAD, DUBAI, UAE - ",009714 - 2845522
3083,MAISAN MEDICAL CENTRE  (DUBAI),"Flat #202, Sultan Lootah Bldg, Opp Al Shami Restaurant, Same Bldg of Patchi Chocolates, Al Muraqbat - ",009714 - 2977995
3098,NEW HEALTH CALL DMCC (DUBAI),"Flat 107, Red Diamond Building, Sarayat Street, Opposite of Cluster Y, Jumeirah Lakes Towers - Dubai, United Arab Emirates",045647498
3101,SUNRISE CARE MEDICAL CENTRE LLC (DUBAI),"Office #208 & 209, Sheikh Rashid Building,
Next to Radisson Blue Hotel,
Above Al Fardan Exchange,
B - ",009714 - 2217938
3102,ATLAS STAR MEDICAL CENTRE (DUBAI),"1st Floor, Office #605,Al Jahra Bldg,Next to Royal Ascot Hotel, Khaled Bin Waleed Road, - ",009714 - 3596662
3103,ATLAS STAR MEDICAL CENTRE BR (DUBAI),"Sundos Al Nahda Bldg,4th Floor,Amman Street,Al Nahda - ",009714 - 3596635
3111,MEDLITE MEDICAL CENTER (DUBAI),"Riviera Dream Building, CBD 20, Shop 5 & 6, PO Box 294880, International City - Dubai, United Arab Emirates",009714 - 4585859
3131,MAG HEALTH CLINIC LLC (DUBAI),"Flats 304 - 308, 3RD Floor, API Business Suites, Sheikh Zayed Road, PO Box 450089, Al Barsha 1 - Dubai, United Arab Emirates",009714 - 3794444
3132,AL NOOR POLYCLINIC-DEIRA BR GHI (DUBAI),"SAIF BLDG, NAIF - ",04-2233324
3158,ACCESS CLINIC INT'LCITY (DUBAI),"I -11 Morroco cluster, International City , Dubai - ",009714 - 3606587
3180,PRIMACARE SPECIALITY CLINICS LLC(DUBAI),"Mezzanine Floor, Al Musalla Tower, Bank Street, PO BOX 26238, Bur Dubai, UAE - ",009714 - 3966123
3181,AL BARSHA CLINIC LLC (DUBAI), Bin Galaitha Building Al quoz - ,009714 - 3478285
3184,MEDCARE PHYSIOTHERAPY  REHABILITATION CENTRE (DUBAI),"JUMEIRAH BEACH ROAD, JUMEIRAH 3, VILLA NUMBER - 454, NEAR ARZ LEBENON RESTAURANT - ",009714 - 3210430
3185,ASTER MEDICAL CENTRE INT'L CITY(DUBAI),"Shop No: 6,8 & 10 V-19 Russia Cluster International City, Dubai, UAE - ",009714 - 4312273
3200,ACCESS CLINIC BUR DUBAI (DUBAI),"Souq Al Kabeer Building ,Ground Floor Opposite Etisalat
   Next to Al Ghubaiba Bu - ",009714 - 3527300
3207,JUPITER SPECIALTY MEDICAL CENTER LLC(DUBAI),"Next to Al Karama Metro Station's Exit #2, UAE Al Karama Metro Fpptbridge, PO Box 123047, Al Mankhool - Dubai, United Arab Emirates",009714 - 3866330
3208,JUPITER  AL NAHDA POLYCLINIC LLC (DUBAI),"Trio 3, 19 A Street, Aman Street, PO Box 126997, Al Nahda 2 - Dubai, United Arab, Emirates",009714 - 2344429
3211,AL NOOR POLYCLINIC-SATWA GHI LLC (DUBAI),"OPP.ALMAYA SUPERMARKET, AL OTTAIBA BLDG, SATWA - ",04-3498100
3290,MEDEOR DOWN TOWN MEDICAL CENTRE  (DUBAI),Springs Village to Downtown - ,009714 - 3638080
3303,MEDCARE SPECIALIST PEDIATRIC CLINIC (DUBAI),"JUMEIRAH BEACH ROAD, JUMEIRAH 3, VILLA NUMBER - 454, NEAR ARZ LEBENON RESTAURANT - ",009714 - 3210430
3305,HEALTH BAY POLYCLINIC BR ALTHANYA(DUBA),"Villa #1089,  Corner  of  Al Thanya &  Al wasi  Road - ",009714  - 3219393
3306,ASTER MEDICAL CENTER ALQUSAIS BR PLUS (DUBAI),"AQU building, Sheikh Colony,Near DAFZA Metro Station,Dubai - ",009714 -  2632202
3307,ASTER MEDICAL CENTER SILICON OASIS PLUS (DUBAI,"PB: 8703, Silicon Gate 1, 1st roundabout,Opp. Choithrams & Baskin Robin,Dubai Silicon Oasis, Dubai, - ",009714 - 3332177
3345,KARAMA MEDICAL CEN AL QUOZ MALL BR (DUBAI),"GROUND FLOOR, AL QUOZ MALL, AL QUOZ, DUBAI. - ",043306040
3346,KARAMA MEDICAL CENTER BR JVC (DUBAI),"NO.4 BUILDING M1, AMSA JUMEIRAH VILLAGE CIRCLE, DUBAI. - ",8007400
3347,KARAMA MEDICAL CENTRE BR DEIRA (DUBAI),"NEAR NAIF POLICE STATION, DEIRA, DUBAI. - ",009714 -2349797
3352,DERMA ZONE LASER AND COSMETIC LLC (DUBAI),"Villa #516, Near Sunset Mall, Jumeira Beach Road, Jumeira 3, - ",009714 - 3883880
3353,PARCO HEALTH CARE L.L.C (DUBAI),"210/211 - 2nd Floor,Hamsah Bldg,Above Ansar Gallery,Khalid Bin Al Waleed Road, Karama, - ","009714 - 3375066,"
3368,XIE HE MEDICAL CENTRE LLC (DUBAI),"A12 Bldg, China Cluster, Next to Dragon Mart,International City, - ",009714 - 4233055
3370,ICARE CLINIC-AL BARSHA BR (DUBAI),"Office 1 & 8, Level 1, Rasis Business Center (Above Baskin Robbins). - ",009714 - 3139111
3374,MEDI FAMILY POLYCLINIC FZCO (DUBAI),"115, First Floor, SIT tower, Nadd Al Hessa, Silicon Oasis - Dubai, United Arab Emirates",009714 - 3922267 / 68
3375,ASTER MEDICAL CENTER AL MUHAISNA (DUBAI),"Shop No1, Zaraa Residence 1, Muhaisnah 4, Behind St.Mary's Catholic High School, Dubai - ",009714 - 2592154
3388,ICARE UP TOWN  MIRDIF BRANCH(DUBAI),"opp Spinneys, Up town Mirdiff, Dubai - ",009714 - 3847002
3420,MEDICURE POLY CLINIC OWNED BY REYA AKRAM ONE PERSON COMPANY LLC (AL MANKHOOL) (DUBAI),"Villa #5B, Behind Public Library & EPCO Street 2A, Mankhool, - ",009714 - 3984866
3421,MEDICURE POLY CLINIC OWNED BY REYA AKRAM ONE PERSON COMPANY LLC (DSO) (DUBAI),NAD HESSA CHOITHRAM SUPERMARKET AND - ,009714 - 3793931
3423,COSMOCARE MEDICAL CENTRE  LLC (DUBAI),"Flat #07 & 08, 1st Floor, Al Satwa Bldg,Beside Civil Defense Station 2nd December Street, Satwa,, - ",009714  - 3798747
3426,SAMA SANTE  MEDICAL CENTRE  (DUBAI),"AlWasl Road, Umm Suqeim 2 , Villa No. 1062 , Dubai, UAE - ",009714 - 3881151
3427,ADVANCED ORTHOSPINE HEALTH CENTER (DUBAI),"Office #209, Al Shafar 7 Bldg Al Wasal Road, Al Badaa Area, - ",009714 - 3444828
3428,CIOM MEDICAL CENTRE LLC (DUBAI),"Near Choithrams in line with J3 Mall, Al Wasal Road, Umm Suqeim 2,  Jumeirah, - ",009714 - 3285608
3429,ATLANTA VISION CLINIC (DUBAI),"Villa 1185 B, Al Wasl Road, Umm Suqeim 3 Near Dubai Police Academy - ",009714 - 3486233
3430,ACCESS CLINIC AL QOUZ  (DUBAI),"Al Arif Building,Near UAE Exchange,Behind Cement factory, Al Quoz - ",009714 - 3217544
3442,INNOVATIVE HEALING SYSTEM CLIN FZ(DUBAI),"3001, Block A, Al Razi Bldg, Behind Wafi Mall, - ",009714  - 427 6629
3447,ASTER DISCOVERY GARDENS SPECIALITY CLINIC PLUS (DUBAI),"Building No. 10, Ground Floor, Shop No. 2,3,8,9, Zen Cluster, Discovery Gardens, Behind Chelsea Gardens Hotel Apartments, Dubai, UAE - ",009714 - 2767512
3449,ACCESS CLINIC PERSIAN CLUSTER (DUBAI),"Persia N04, Ground, Shop No-10, International City, International City - ",009714 - 45520139
3455,MY PEDIACLINIC FZ-LLC (DUBAI),"Unit 1011, First Floor, Block B,  Al Razi Building, No 64, Umm Hurair 2, Near Emirates speciality hospital, Dubai Health Care City - Dubai, United Arab Emirates",0559311752
3480,DOCIB CLINIC LLC (DUBAI),"Lulu Village , Muhaisnah- 4 - ",04 254 4123
3495,ASTER MEDICAL CENTER ASWAAQ MALL PLUS (DUBAI),"ASWAAQ AL BARSHA SOUTH COMMUNITY CENTRE, DUBAI, U A E - ",009714 - 3471540
3528,PRIMACARE SPECIALITY CLINICS LLC BRANCH(DUBAI),"6th Floor, Al Musalla Tower, Bank ST, PO BOX 26238, Bur Dubai, UAE - ",009714 - 3966123
3546,ACCESS CLINIC SONAPUR 2 (DUBAI),Dubai Municipality Building Near Al Qusais Bus station. Muhaisina 2.Sonapur.Sonapur.floor no:1 - ,009714 - 2637279
3584,ICARE ALQUSAIS BRANCH(DUBAI),"No 3,Al Huraiz showroom,Damascus Street, - ",009714 -2073636
3585,KARAMA MEDICAL CENTRE BR MUHAISNAH 2 SOHAPUR(DUBAI),"Jiwin Labour camp, Opp to Dubai Municipality, Mafina Hyper market complex,Muhaisnah 2(sonapur), Dub - ",8007400
3588,JUPITER AL QUSAIS  POLY CLINIC LLC(DUBAI),"No.207, Second Floor, Al Mazoon Building, Damacus Road, PO Box 20657, Al Qusais, - Dubai, United Arab Emirates",042630987
3591,AL JAMEELA POLYCLINIC (DUBAI),"First Floor, Flat #104,  New Kuwaiti Bldg, Naif Road, - ",009714 - 2727716
3592,MATHEW  MEDICAL CLINIC (DUBAI),"naif road , above wal  street ,Uae  Exchange  ,second floor Flat No 7  Deira. - ",009714 - 2260826
3598,MEDICENTRES POLYCLINIC JUMEIRAH BR (DUBA,"FLAT NO. JPV-RTL-12, GROUND FLOOR, JUMEIRAH PARK PAVILION COMMUNITY CENTRE - ",009714 -5516311
3607,APEX MEDICAL CLINICS L.L.C (DUBAI),"Unit 303-304 Apex Atrium Building, Motorcity, PO Box 282446 - Dubai, United Arab Emirates",009714 - 360 8881
3650,MEDCARE MEDICAL CENTER-DISCOVERY GARDEN (DUBAI),"Road No 7, Discovery pavilion Building beside geant super market. - ",009714 - 508 4861
3655,ASTER MEDICAL CENTRE DEIRA (DUBAI),"Sheikha Rajaa Majed Al Qassimi Building, 2nd Floor, Flat No: 202, 204, Opp. Al Futtaim Mosque, Naif - ",009714 -2945095
3658,AXON MEDICA MEDICAL CENTER LLC-JEBEL ALI(DUBAI),"The Garden, Bulding No-8, Jebal Ali, Dubai - ",009714 -  4599904
3726,MEDCARE SPECIALIST CENTRE MIRDIF UPTOWN BRANCH(DUBAI), - ,009714 � 5084861
3727,DR. MAZEN MOHAMAD POLYCLINIC LLC (DUBAI),"Sunset Mall office 25, 2nd Floor Jumeirah Beach Road, Jumeirah 3, Dubai - ",009714 � 3216051
3732,MEDCARE MEDICAL CENTRE MARINA (DUBAI),Marina Sukoon tower - ,009714 - 5586467
3733,ACCESS CLINIC DIP 2 (DUBAI),"Flat No 6 - 7, Mezzanine Floor, Walid Ali Ibrahim Al Mannaei Building, DIP2, Dubai Investment Park - ",009712 - 8833028
3740,DR. MAYSOON AL KAISI CLINIC (DUBAI),"3rd Floor, Gate 4, Hamarain Center, Near Marriott Hotel, Abu Bakr Siddique Street, Deira, - ",009714 - 2662044
3750,AMSA RENAL CARE LLC BR-1 (DUBAI),"Al Razi Bldg. #64, 1st Floor, #1001, Block A, Dubai Healthcare City, - ",009714 - 4542626
3751,AMSA RENAL CARE FZ-LLC BR-2 (DUBAI),"Al Razi Bldg. #64, 1st Floor, #1001, Block A, Dubai Healthcare City, - ",009714 - 5519661
3759,AMERICAN HOSPITAL CLINICS DUBAI MEDIA CITY BR OF AMERICAN HOSPITAL DUBAI LLC (DUBAI),"Business Central Towers,Al Sofouh Second ,Shaikh Zayed Road - ",009714 - 2741013
3771,ASTER BEAUTY CLINIC BR PLUS ((DUBAI),"Raja & Sister building , Ground Floor Shop No 1, Al Warqa Aswaaq Mall. - ",009714 - 2800899
3797,MEDICORP GULF MEDICAL CLINIC LLC (DUBAI),"1ST Floor, Al Shafar Bldg #7,Al Wasl Road, - ",009714 -43121000
3799,BELLA ROSE MEDICAL CENTER(DUBAI),"Office #12, 2nd Floor Mohd Bin Rashid Humanitarian & Charity Est Bldg Near to Mamzar Beach - ",009714 - 2964442
3826,PRIME MEDICAL CENTRE RTA BRANCH (DUBAI),"GROUND FLOOR, BLOCK C, RTA HEAD QUARTER, UM RAMOOL, DUBAI, UAE - ",009714 - 2720720
3828,THUMBAY CLINIC LLC BRANCH SATWA (DUBAI),"Jumeirah, Near Bilal Bin Rabah Primary school, Dubai - United Arab Emirates P.O. Box: 3589 - ",+971-4-3461555
3843,ASTER MEDICAL CENTRE ABU HAIL (DUBAI),"SHEIKH SUHAIL BUILDING, GROUND FLOOR, SHOP NUMBER 2, 24 STREET, HOR AL ANZ (EAST) - ",009714 - 2692785
3851,TRANSFORM SPECIALIST MEDICAL CENTRE LLC (DUBAI),"Unit #218, 2nd Floor, Al Shafar Bldg 7,Al Wasl Road, Jumeirah 1 - ",009714 - 3449997
3859,ASTER MEDICAL CENTER ARABIAN RANCHES (DUBAI),"ARABIAN RANCHES 2 SHOPPING MALL, THE VILLAGE MALL-ARABIAN RANCHES COMMUNITY CENTRE. - ",009714 - 4560485
3862,CLOVER MEDICAL CENTRE LLC (DUBAI),"307, Warsan TowerNr Dubai Media Rotana Hotel, Off Hessa Street, TECOM - ",009714 - 3688062
3864,MERCATO FAMILY CLINIC (DUBAI),"Villa 3A, First Floor, 69th A Street, PO Box 28188, Jumeirah 1, Mercato Mall - Dubai, United Arab Emirates",009714 - 3448844
3865,ARABLE MEDICAL CENTER (DUBAI),"42nd Floor .Single Business Tower, Business Bay - ",+971 4 3883004
3869,ASTER MEDICAL CENTER AL BARSHA (DUBAI),Al Barsha 1 Shop 1 & 13 Ground Floor Opposite to Al Noor Training Centre for Children with Special N - ,04 3472420
3879,ASTER ORTHOPEDICS & PHYSIOTHERAPY(DUBAI),"Al Ahbabi building, Ground Floor, Shop No# 1, Damascus Street, Al Qusais 2 - ",009714 - 3311006
3881,AMALA  MEDICAL CENTER LLC (DUBAI),"AL KHAIL MALL, AL QUOZ, 2ND FL, NEAR FOOD COURT - ","056-2307861,06-5914444"
3924,ASTER MEDICAL CENTER AL QUOZ BR OF DM (DUBAI),"Abdulla Al Asmawi Building ,Ground Floor, Shop:1-7 ,LATIFA BINT HAMDAN STREET, Al Qouz 4 - ",009714 -4400500
3938,KARAMA MEDICAL CENTRE-AL KHAIL BR(DUBAI),"SHOP 41 & 42, NEW WEST ZONE MALL, AL KHAIL GATE - ",8007400
3940,HEALTH BAY POLYCLINIC MOTOR CITY (DUBAI),"G04, Detroit House Building, Detroit Road, Motor City - Dubai, United Arab Emirates",8004272
3963,G J SPORTS MED CENTRE FZ-LLC(DUBAI),"Building 49, Dubai Healthcare City,Unit 206, 2nd Floor - ",04-4356473
3964,TRANSFORM SPECIALIST MEDICAL CENTRE BR(DUBAI),"Al Wasal Road, Al Shafar Building 7 - ",04 348 6616
3968,BURJEEL MEDICAL AND WELLNESS CENTRE(DUBAI),"UAE FOOTBALL ASSOCIATION COMPLEX,AL KHAWANEEJ,DUBAI,UAE - ",+97142026000/+971555859386
3997,KIDSHEART MEDICAL CENTER FZ-LLC(DUBAI),"604 Block A Building 27 Ibn Sina Complex,Dubai Healthcare City - ",044529970
4038,ISLAMABAD MEDICAL CLINIC LLC (DUBAI),"RETAIL NO 4, BLDG RESIDENCE 0943, ABU BAKR AL SIDDIQUE, HOR AL ANZ DEIRA, DUBAI - ",045587238
4054,ABU HAIL CLINIC (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4055,AL-BARSHA HEALTH CENTRE (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4056,DUBAI DIABETES CENTER (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4057,DUBAI PHYSIO & REHAB CENTER (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4058,GHUSSAIS CLINIC (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4059,KHAWANEEJ HEALTH CENTRE (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4060,LUSAILY CLINIC (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4061,ALMEZHAR HEALTH CENTER (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4062,MANKHOOL HEALTH CENTRE (GOVERNMENT-DHA),"Al Mankhool road,Bur Dubai? Behind Eid Musalla Mosque - Dubai - ",04- 5021293
4063,MAMZAR HEALTH CENTRE (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4064,NAD ALHAMAR HEALTH CENTER (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4065,NADD AL SHIBA CLINIC (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4066,AL BADAE HEALTH CENTRE (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4067,SAFA HEALTH CENTRE (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4068,TOWAR HEALTH CENTRE (GOVERNMENT-DHA),DUBAI - ,971 4 219 1039/1040
4076,NEW MEDICAL CENTRE LLC (NMC-DEIRA) (DUBAI),DUBAI - ,9714 2683131  - 2689800
4103,AL GARHOUD PRIVATE HOSPITAL CLINIC(DUBAI),"JUMEIRAH ROAD, DUBAI - ",009714-3422288
4122,GERMAN NEUROSCIENCE CENTER DMCC (DUBAI),"Unit 2804, 2805, 2806, 28th Floor, Platinum Tower, JLT Cluster I, PO BOX 505174, DMCC Branch - Dubai, United Arab Emirates",044298578
4138,LIVERPOOL MEDICAL CLINIC (DUBAI),"Mezzanine Floor, Mohammed Amin Falaknaz Building, Khalid Bin Waleed Road, Bur Dubai - ",04-3599066
4141,DR. JOHN CLINIC (DUBAI),"Mozna Building, Near Al Nahda Metro Station,Opposite to Union Co-operative Society, Al Qusais,DUBAI - ",971 4 2617176
4142,CLINICARE SAMARI(BR OF IMARA HC (DUBAI),"Samari Retail Mall, Next to Samari Residence,Ras Al Khor,DUBAI - ",971 4 3322682
4143,CLINICARE (BR OF IMARA HC) (DUBAI),"Clinicare Medical Centre, Ahmed Plaza Building,Opposite to Al Futtaim Mosque, Naif Road, Deira - ",971 4 2617175
4148,VCARE POLYCLINIC LLC (DUBAI),"Nasmah Tower, Ground Floor, Near Lavender Hotel, Al Ittihad, PO Box 236676, Al Nahda 1 - Dubai, United Arab Emirates",04 2654400
4330,WE CARE MEDICAL CENTER LLC (DUBAI),"HAMSAH BUILDING, GROUND FLOOR ANSAR GALLERY, KHALID BIN AL WALEED ROAD, KARAMA, DUBAI - ",9714-2611061
4336,OCP MEDICAL CENTER (DUBAI),"Office 620-621,Fairmont Dubai, Sheikh Zayed Road - ",04-3519933
4341,MARINA MEDICAL CENTER (DUBAI),"Next to Skydive Dubai entrance,Botanica Tower,G-FL.,Retail 2,Dubai Marina - ",04 39 99939
4346,IMC MEDICAL CENTER LLC AL BARSHA (DUBAI),"2nd Floor, Al Barsha Mall, Al Barsha 3 - ",04 3320007
4348,FMC MEDICAL CENTER LLC(DUBAI),"VILLA# 921, NEAR EMARAT PETROL STATION, AL WASL ROAD,Umm Suqeim 2 - ",04-3218288
4354,ASTER SPECIALIST MEDICAL CENTRE INT'L CITY(DUBAI),"The Pavilion Mall,Retail-10-ICP-RT-11/11A11B,France Cluster,International City,Dubai - ",04 4279554
4361,FETO- MATERNAL & GENETYX CENTER (DUBAI),"Rm 211-212 2nd Floor ,Bldg 39 Al Faris District 8,Dubai Healthcare City - ",04-3604040
4369,ABEER AL NOOR POLYCLINIC (DUBAI),"DOHA ROAD AL QUSAIS-1 ,BEHIND MINISTRY OF LABOUR - ",042612248
4370,AL RASHIDIYAH AL NOOR POLYCLINIC LLC (DUBAI),"216 SON OF SHEKH OMAR ALMAJID, BEHIND BIN SOUQAT CENTER,NEAR GRAND MOAQUE - ",04 2862410
4398,NOORA POLYCLINIC (DUBAI),"Al Fairoz Building 38c St. Baniyas Deira, Dubai - ",04-2246364
4437,THE CHIRON CLINIC (DUBAI),"160a 2D Street, Al Bada'a / Jumeirah 1,Near City walk Life Pharmacy(Al Wasl), Dubai - ",+971 04 349 7444
4444,ICARE KARAMA BRANCH (DUBAI),"S5,R364, Al Wasl Bldg., Nearby Karama Post Office, Zabeel Road, Dubai - ",04 237 2111
4456,BADR AL SAMAA MEDICAL CENTRE (DUBAI),"Near Burjuman, Bank Street,Bur Dubai, UAE - ",+971 43578681
4457,MANHAL MEDICAL CENTER LLC (DUBAI),"SMJ1, Building Flat No. 101, Sheikh Zayed Road, Dubai, UAE - ",04-3284560
4465,AL MAJD MEDICAL CLINIC (DUBAI),"#604 Green Corner Building,Al Rigga Street,Same Building With Burger King - ",04 2974644
4570,MEDCARE MEDICAL CENTRE MOTORCITY BR OF MEDCARE HOSPITAL LLC (DUBAI),"THE RIBBON MALL, MOTOR CITY, DUBAI - ",04-4079100
4582,ZIA MEDICAL CENTRE (DUBAI),"Jumeirah Umm Sequim 1, Ajman Bank Same Building, Dubai - ",+97143387878
